name,series,tier,price,exterior,platform
★ Butterfly Knife | Lore,Dreams & Nightmares Case,Gold,4195.0,WW,YOUPIN
★ Butterfly Knife | Marble Fade,Spectrum 2 Case,Gold,10890.0,FN,YOUPIN
★ Butterfly Knife | Marble Fade,Spectrum 2 Case,Gold,10850.0,MW,BUFF
★ Butterfly Knife | Rust Coat,Spectrum 2 Case,Gold,3929.5,BS,YOUPIN
★ Butterfly Knife | Rust Coat,Spectrum 2 Case,Gold,4079.5,WW,YOUPIN
★ Butterfly Knife | Stained,Operation Breakout Weapon Case,Gold,3959.49,BS,YOUPIN
★ Butterfly Knife | Stained,Operation Breakout Weapon Case,Gold,6199.0,FN,YOUPIN
★ Butterfly Knife | Stained,Operation Breakout Weapon Case,Gold,4298.0,FT,YOUPIN
★ Butterfly Knife | Stained,Operation Breakout Weapon Case,Gold,4699.5,MW,YOUPIN
★ Butterfly Knife | Stained,Operation Breakout Weapon Case,Gold,4084.5,WW,YOUPIN
★ Butterfly Knife | Tiger Tooth,Spectrum 2 Case,Gold,8826.5,FN,YOUPIN
★ Butterfly Knife | Tiger Tooth,Spectrum 2 Case,Gold,8785.0,MW,YOUPIN
★ Butterfly Knife | Ultraviolet,Spectrum 2 Case,Gold,3566.0,BS,YOUPIN
★ Butterfly Knife | Ultraviolet,Spectrum 2 Case,Gold,13860.0,FN,YOUPIN
★ Butterfly Knife | Ultraviolet,Spectrum 2 Case,Gold,4288.0,FT,YOUPIN
★ Butterfly Knife | Ultraviolet,Spectrum 2 Case,Gold,5830.0,MW,YOUPIN
★ Butterfly Knife | Ultraviolet,Spectrum 2 Case,Gold,3999.99,WW,BUFF
★ Butterfly Knife | Urban Masked,Operation Breakout Weapon Case,Gold,3150.0,BS,YOUPIN
★ Butterfly Knife | Urban Masked,Operation Breakout Weapon Case,Gold,5000.0,FN,BUFF
★ Butterfly Knife | Urban Masked,Operation Breakout Weapon Case,Gold,3238.0,FT,YOUPIN
★ Butterfly Knife | Urban Masked,Operation Breakout Weapon Case,Gold,3668.0,MW,YOUPIN
★ Butterfly Knife | Urban Masked,Operation Breakout Weapon Case,Gold,3163.0,WW,YOUPIN
★ Classic Knife | Blue Steel,CS20 Case,Gold,773.5,BS,BUFF
★ Classic Knife | Blue Steel,CS20 Case,Gold,1455.0,FN,BUFF
★ Classic Knife | Blue Steel,CS20 Case,Gold,815.0,FT,YOUPIN
★ Classic Knife | Blue Steel,CS20 Case,Gold,888.0,MW,BUFF
★ Classic Knife | Blue Steel,CS20 Case,Gold,760.0,WW,BUFF
★ Classic Knife | Boreal Forest,CS20 Case,Gold,568.14,BS,C5
★ Classic Knife | Boreal Forest,CS20 Case,Gold,1780.17,FN,C5
★ Classic Knife | Boreal Forest,CS20 Case,Gold,581.21,FT,C5
★ Classic Knife | Boreal Forest,CS20 Case,Gold,639.41,MW,BUFF
★ Classic Knife | Boreal Forest,CS20 Case,Gold,585.0,WW,BUFF
★ Driver Gloves | Black Tie,Recoil Case,Gold,909.49,BS,BUFF
★ Driver Gloves | Black Tie,Recoil Case,Gold,10600.0,FN,YOUPIN
★ Driver Gloves | Black Tie,Recoil Case,Gold,1069.5,FT,YOUPIN
★ Driver Gloves | Black Tie,Recoil Case,Gold,2838.0,MW,C5
★ Driver Gloves | Black Tie,Recoil Case,Gold,1004.96,WW,BUFF
★ Driver Gloves | Convoy,Glove Case,Gold,599.1,BS,C5
★ Driver Gloves | Convoy,Glove Case,Gold,3280.0,FN,YOUPIN
★ Driver Gloves | Convoy,Glove Case,Gold,2329.5,FT,C5
★ Driver Gloves | Convoy,Glove Case,Gold,2459.5,MW,C5
★ Driver Gloves | Convoy,Glove Case,Gold,676.99,WW,YOUPIN
★ Driver Gloves | Crimson Weave,Glove Case,Gold,1799.0,BS,BUFF
★ Driver Gloves | Crimson Weave,Glove Case,Gold,30000.0,FN,YOUPIN
★ Driver Gloves | Crimson Weave,Glove Case,Gold,16950.0,FT,YOUPIN
★ Driver Gloves | Crimson Weave,Glove Case,Gold,17788.0,MW,YOUPIN
★ Driver Gloves | Crimson Weave,Glove Case,Gold,3308.0,WW,YOUPIN
★ Driver Gloves | Diamondback,Glove Case,Gold,869.39,BS,BUFF
★ Driver Gloves | Diamondback,Glove Case,Gold,11899.5,FN,YOUPIN
★ Driver Gloves | Diamondback,Glove Case,Gold,5500.0,FT,YOUPIN
★ Driver Gloves | Diamondback,Glove Case,Gold,5664.5,MW,C5
★ Driver Gloves | Diamondback,Glove Case,Gold,1279.5,WW,YOUPIN
★ Driver Gloves | Imperial Plaid,Clutch Case,Gold,1354.28,BS,C5
★ Driver Gloves | Imperial Plaid,Clutch Case,Gold,8666.0,FN,YOUPIN
★ Driver Gloves | Imperial Plaid,Clutch Case,Gold,1710.0,FT,YOUPIN
★ Driver Gloves | Imperial Plaid,Clutch Case,Gold,3612.5,MW,YOUPIN
★ Driver Gloves | Imperial Plaid,Clutch Case,Gold,1562.15,WW,BUFF
★ Driver Gloves | King Snake,Clutch Case,Gold,997.5,BS,BUFF
★ Driver Gloves | King Snake,Clutch Case,Gold,1276.5,FT,YOUPIN
★ Driver Gloves | King Snake,Clutch Case,Gold,4384.5,MW,C5
★ Driver Gloves | King Snake,Clutch Case,Gold,1185.48,WW,BUFF
★ Driver Gloves | Lunar Weave,Glove Case,Gold,999.99,BS,YOUPIN
★ Driver Gloves | Lunar Weave,Glove Case,Gold,9958.0,FN,YOUPIN
★ Driver Gloves | Lunar Weave,Glove Case,Gold,7439.5,FT,YOUPIN
★ Driver Gloves | Lunar Weave,Glove Case,Gold,7550.0,MW,YOUPIN
★ Driver Gloves | Lunar Weave,Glove Case,Gold,1484.5,WW,YOUPIN
★ Driver Gloves | Queen Jaguar,Recoil Case,Gold,439.91,BS,BUFF
★ Driver Gloves | Queen Jaguar,Operation Broken Fang Case,Gold,3345.5,FN,YOUPIN
★ Driver Gloves | Queen Jaguar,Operation Broken Fang Case,Gold,473.5,FT,YOUPIN
★ Driver Gloves | Queen Jaguar,Operation Broken Fang Case,Gold,933.0,MW,C5
★ Driver Gloves | Queen Jaguar,Operation Broken Fang Case,Gold,469.99,WW,C5
★ Driver Gloves | Rezan the Red,Operation Broken Fang Case,Gold,545.0,BS,BUFF
★ Driver Gloves | Rezan the Red,Operation Broken Fang Case,Gold,6500.0,FN,YOUPIN
★ Driver Gloves | Rezan the Red,Operation Broken Fang Case,Gold,640.0,FT,YOUPIN
★ Driver Gloves | Rezan the Red,Operation Broken Fang Case,Gold,1358.0,MW,YOUPIN
★ Driver Gloves | Rezan the Red,Operation Broken Fang Case,Gold,644.5,WW,YOUPIN
★ Driver Gloves | Snow Leopard,Recoil Case,Gold,1887.9,BS,YOUPIN
★ Driver Gloves | Snow Leopard,Recoil Case,Gold,17975.0,FN,C5
★ Driver Gloves | Snow Leopard,Recoil Case,Gold,2399.5,FT,YOUPIN
★ Driver Gloves | Snow Leopard,Recoil Case,Gold,4650.0,MW,YOUPIN
★ Driver Gloves | Snow Leopard,Recoil Case,Gold,2215.0,WW,YOUPIN
★ Falchion Knife | Autotronic,Operation Riptide Case,Gold,705.0,BS,BUFF
★ Falchion Knife | Autotronic,Operation Riptide Case,Gold,1228.0,FN,BUFF
★ Falchion Knife | Autotronic,Operation Riptide Case,Gold,729.0,FT,YOUPIN
★ Falchion Knife | Autotronic,Operation Riptide Case,Gold,818.5,MW,YOUPIN
★ Falchion Knife | Autotronic,Operation Riptide Case,Gold,717.5,WW,YOUPIN
★ Falchion Knife | Black Laminate,Dreams & Nightmares Case,Gold,477.0,BS,BUFF
★ Falchion Knife | Black Laminate,Dreams & Nightmares Case,Gold,746.5,FN,YOUPIN
★ Falchion Knife | Black Laminate,Operation Riptide Case,Gold,480.7,FT,YOUPIN
★ Falchion Knife | Black Laminate,Dreams & Nightmares Case,Gold,587.5,MW,BUFF
★ Falchion Knife | Black Laminate,Dreams & Nightmares Case,Gold,475.0,WW,YOUPIN
★ Falchion Knife | Bright Water,Dreams & Nightmares Case,Gold,578.0,BS,YOUPIN
★ Falchion Knife | Bright Water,Operation Riptide Case,Gold,645.0,FN,BUFF
★ Falchion Knife | Bright Water,Dreams & Nightmares Case,Gold,526.0,FT,BUFF
★ Falchion Knife | Bright Water,Operation Riptide Case,Gold,589.0,MW,BUFF
★ Falchion Knife | Bright Water,Dreams & Nightmares Case,Gold,528.5,WW,BUFF
★ Falchion Knife | Damascus Steel,Spectrum Case,Gold,849.0,BS,YOUPIN
★ Falchion Knife | Damascus Steel,Spectrum Case,Gold,810.0,FN,YOUPIN
★ Falchion Knife | Damascus Steel,Spectrum Case,Gold,652.0,FT,YOUPIN
★ Falchion Knife | Damascus Steel,Spectrum Case,Gold,673.0,MW,YOUPIN
★ Falchion Knife | Damascus Steel,Spectrum Case,Gold,740.0,WW,BUFF
★ Falchion Knife | Doppler,Spectrum Case,Gold,1910.0,FN,YOUPIN
★ Falchion Knife | Doppler,Spectrum Case,Gold,3295.0,MW,C5
★ Falchion Knife | Marble Fade,Spectrum Case,Gold,1285.0,FN,BUFF
★ Falchion Knife | Marble Fade,Spectrum Case,Gold,1549.5,MW,BUFF
★ Falchion Knife | Rust Coat,Spectrum 2 Case,Gold,423.25,BS,C5
★ Falchion Knife | Rust Coat,Spectrum 2 Case,Gold,457.5,WW,YOUPIN
★ Falchion Knife | Safari Mesh,Falchion Case,Gold,431.0,BS,YOUPIN
★ Falchion Knife | Safari Mesh,Falchion Case,Gold,427.0,FT,BUFF
★ Falchion Knife | Safari Mesh,Falchion Case,Gold,420.3,WW,YOUPIN
★ Falchion Knife | Scorched,Falchion Case,Gold,456.5,BS,YOUPIN
★ Falchion Knife | Scorched,Falchion Case,Gold,1000.0,FN,BUFF
★ Falchion Knife | Scorched,Falchion Case,Gold,453.5,FT,YOUPIN
★ Falchion Knife | Scorched,Falchion Case,Gold,585.0,MW,BUFF
★ Falchion Knife | Scorched,Falchion Case,Gold,450.0,WW,BUFF
★ Falchion Knife | Slaughter,Falchion Case,Gold,1635.0,FN,BUFF
★ Falchion Knife | Slaughter,Falchion Case,Gold,1370.0,FT,C5
★ Falchion Knife | Slaughter,Falchion Case,Gold,1360.0,MW,BUFF
★ Falchion Knife | Stained,Falchion Case,Gold,570.0,BS,BUFF
★ Falchion Knife | Stained,Falchion Case,Gold,1200.0,FN,BUFF
★ Falchion Knife | Stained,Falchion Case,Gold,618.0,FT,C5
★ Falchion Knife | Stained,Falchion Case,Gold,670.0,MW,BUFF
★ Falchion Knife | Stained,Falchion Case,Gold,578.0,WW,C5
★ Falchion Knife | Tiger Tooth,Spectrum 2 Case,Gold,1049.0,FN,YOUPIN
★ Falchion Knife | Tiger Tooth,Spectrum 2 Case,Gold,1441.41,MW,C5
★ Falchion Knife | Ultraviolet,Spectrum 2 Case,Gold,555.84,BS,C5
★ Falchion Knife | Ultraviolet,Spectrum 2 Case,Gold,1999.0,FN,BUFF
★ Falchion Knife | Ultraviolet,Spectrum 2 Case,Gold,575.0,FT,BUFF
★ Falchion Knife | Ultraviolet,Spectrum 2 Case,Gold,799.0,MW,BUFF
★ Falchion Knife | Ultraviolet,Spectrum 2 Case,Gold,554.5,WW,YOUPIN
★ Falchion Knife | Urban Masked,Falchion Case,Gold,519.5,BS,BUFF
★ Falchion Knife | Urban Masked,Falchion Case,Gold,1666.0,FN,BUFF
★ Falchion Knife | Urban Masked,Falchion Case,Gold,530.0,FT,BUFF
★ Falchion Knife | Urban Masked,Falchion Case,Gold,700.0,MW,BUFF
★ Falchion Knife | Urban Masked,Falchion Case,Gold,598.5,WW,YOUPIN
★ Flip Knife | Autotronic,Gamma 2 Case,Gold,1060.0,BS,BUFF
★ Flip Knife | Autotronic,Gamma 2 Case,Gold,2351.0,FN,C5
★ Flip Knife | Autotronic,Gamma 2 Case,Gold,1094.0,FT,YOUPIN
★ Flip Knife | Autotronic,Gamma 2 Case,Gold,1389.0,MW,BUFF
★ Flip Knife | Autotronic,Gamma 2 Case,Gold,1149.5,WW,BUFF
★ Flip Knife | Black Laminate,Gamma 2 Case,Gold,800.0,BS,YOUPIN
★ Flip Knife | Black Laminate,Gamma 2 Case,Gold,1275.0,FN,YOUPIN
★ Flip Knife | Black Laminate,Gamma 2 Case,Gold,846.0,FT,YOUPIN
★ Flip Knife | Black Laminate,Gamma 2 Case,Gold,900.0,MW,YOUPIN
★ Flip Knife | Black Laminate,Gamma 2 Case,Gold,807.0,WW,YOUPIN
★ Flip Knife | Blue Steel,CSGO Weapon Case 2,Gold,959.0,BS,YOUPIN
★ Flip Knife | Blue Steel,CSGO Weapon Case 2,Gold,1900.0,FN,BUFF
★ Flip Knife | Blue Steel,CSGO Weapon Case 2,Gold,998.5,FT,YOUPIN
★ Flip Knife | Blue Steel,CSGO Weapon Case 2,Gold,1168.79,MW,YOUPIN
★ Flip Knife | Blue Steel,CSGO Weapon Case 2,Gold,978.0,WW,BUFF
★ Flip Knife | Boreal Forest,CSGO Weapon Case 2,Gold,710.0,BS,YOUPIN
★ Flip Knife | Boreal Forest,CSGO Weapon Case 2,Gold,1873.08,FN,C5
★ Flip Knife | Boreal Forest,CSGO Weapon Case 2,Gold,746.5,FT,BUFF
★ Flip Knife | Boreal Forest,CSGO Weapon Case 2,Gold,765.0,MW,BUFF
★ Flip Knife | Boreal Forest,CSGO Weapon Case 2,Gold,718.0,WW,C5
★ Flip Knife | Bright Water,Gamma 2 Case,Gold,850.0,BS,BUFF
★ Flip Knife | Bright Water,Gamma 2 Case,Gold,930.0,FN,YOUPIN
★ Flip Knife | Bright Water,Gamma 2 Case,Gold,824.5,FT,C5
★ Flip Knife | Bright Water,Gamma 2 Case,Gold,843.49,MW,YOUPIN
★ Flip Knife | Bright Water,Gamma 2 Case,Gold,820.0,WW,BUFF
★ Flip Knife | Case Hardened,CSGO Weapon Case 2,Gold,1059.5,BS,BUFF
★ Flip Knife | Case Hardened,CSGO Weapon Case 2,Gold,3600.0,FN,YOUPIN
★ Flip Knife | Case Hardened,Operation Bravo Case,Gold,1065.5,FT,YOUPIN
★ Flip Knife | Case Hardened,CSGO Weapon Case 2,Gold,1209.5,MW,BUFF
★ Flip Knife | Case Hardened,CSGO Weapon Case 2,Gold,1043.5,WW,BUFF
★ Flip Knife | Crimson Web,CSGO Weapon Case 2,Gold,1155.0,BS,YOUPIN
★ Flip Knife | Crimson Web,CSGO Weapon Case 2,Gold,9588.0,FN,BUFF
★ Flip Knife | Crimson Web,CSGO Weapon Case 2,Gold,1190.0,FT,BUFF
★ Flip Knife | Crimson Web,CSGO Weapon Case 2,Gold,1779.49,MW,YOUPIN
★ Flip Knife | Crimson Web,Operation Bravo Case,Gold,1220.0,WW,BUFF
★ Flip Knife | Damascus Steel,Chroma 2 Case,Gold,909.5,BS,YOUPIN
★ Flip Knife | Damascus Steel,Chroma 2 Case,Gold,900.0,FN,YOUPIN
★ Flip Knife | Damascus Steel,Chroma 2 Case,Gold,835.0,FT,C5
★ Flip Knife | Damascus Steel,Chroma 2 Case,Gold,849.89,MW,YOUPIN
★ Flip Knife | Damascus Steel,Chroma 2 Case,Gold,876.2,WW,BUFF
★ Flip Knife | Doppler,Chroma 2 Case,Gold,2084.0,FN,YOUPIN
★ Flip Knife | Doppler,Chroma 2 Case,Gold,2442.9,MW,C5
★ Flip Knife | Fade,ESports 2014 Summer Case,Gold,2148.0,FN,BUFF
★ Flip Knife | Fade,CSGO Weapon Case 2,Gold,2699.0,MW,YOUPIN
★ Flip Knife | Forest DDPAT,CSGO Weapon Case 2,Gold,743.76,BS,C5
★ Flip Knife | Forest DDPAT,CSGO Weapon Case 2,Gold,1771.0,FN,BUFF
★ Flip Knife | Forest DDPAT,CSGO Weapon Case 2,Gold,748.0,FT,C5
★ Flip Knife | Forest DDPAT,CSGO Weapon Case 2,Gold,775.59,MW,BUFF
★ Flip Knife | Forest DDPAT,CSGO Weapon Case 2,Gold,750.0,WW,BUFF
★ Flip Knife | Freehand,Gamma 2 Case,Gold,1133.75,BS,C5
★ Flip Knife | Freehand,Gamma 2 Case,Gold,920.0,FN,YOUPIN
★ Flip Knife | Freehand,Gamma 2 Case,Gold,828.7,FT,C5
★ Flip Knife | Freehand,Gamma 2 Case,Gold,850.0,MW,BUFF
★ Flip Knife | Freehand,Gamma 2 Case,Gold,860.0,WW,BUFF
★ Flip Knife | Gamma Doppler,Gamma 2 Case,Gold,2696.0,FN,YOUPIN
★ Flip Knife | Gamma Doppler,Gamma 2 Case,Gold,3299.5,MW,C5
★ Flip Knife | Lore,Gamma 2 Case,Gold,1080.0,BS,BUFF
★ Flip Knife | Lore,Gamma 2 Case,Gold,1954.0,FN,YOUPIN
★ Flip Knife | Lore,Gamma 2 Case,Gold,1077.0,FT,YOUPIN
★ Flip Knife | Lore,Gamma 2 Case,Gold,1425.0,MW,YOUPIN
★ Flip Knife | Lore,Gamma 2 Case,Gold,1079.0,WW,BUFF
★ Flip Knife | Marble Fade,Chroma 2 Case,Gold,1749.5,FN,YOUPIN
★ Flip Knife | Marble Fade,Chroma 2 Case,Gold,2000.0,MW,BUFF
★ Flip Knife | Night,ESports 2013 Case,Gold,799.0,BS,BUFF
★ Flip Knife | Night,CSGO Weapon Case 2,Gold,2745.6,FN,C5
★ Flip Knife | Night,Operation Bravo Case,Gold,810.0,FT,BUFF
★ Flip Knife | Night,Operation Bravo Case,Gold,971.0,MW,YOUPIN
★ Flip Knife | Night,Operation Bravo Case,Gold,800.0,WW,BUFF
★ Flip Knife | Rust Coat,Chroma 2 Case,Gold,776.7,BS,C5
★ Flip Knife | Rust Coat,Chroma 2 Case,Gold,799.0,WW,C5
★ Flip Knife | Safari Mesh,ESports 2013 Case,Gold,715.0,BS,BUFF
★ Flip Knife | Safari Mesh,ESports 2013 Case,Gold,1588.0,FN,BUFF
★ Flip Knife | Safari Mesh,ESports 2013 Case,Gold,751.0,FT,C5
★ Flip Knife | Safari Mesh,Operation Vanguard Weapon Case,Gold,764.9,MW,YOUPIN
★ Flip Knife | Safari Mesh,ESports 2013 Case,Gold,719.0,WW,BUFF
★ Flip Knife | Scorched,CSGO Weapon Case 3,Gold,717.0,BS,YOUPIN
★ Flip Knife | Scorched,CSGO Weapon Case 3,Gold,1847.72,FN,C5
★ Flip Knife | Scorched,Operation Vanguard Weapon Case,Gold,747.5,FT,BUFF
★ Flip Knife | Scorched,CSGO Weapon Case 3,Gold,809.0,MW,BUFF
★ Flip Knife | Scorched,CSGO Weapon Case 3,Gold,739.0,WW,BUFF
★ Flip Knife | Slaughter,CSGO Weapon Case 3,Gold,1969.5,FN,YOUPIN
★ Flip Knife | Slaughter,CSGO Weapon Case 3,Gold,1800.0,FT,BUFF
★ Flip Knife | Slaughter,CSGO Weapon Case 3,Gold,1699.5,MW,BUFF
★ Flip Knife | Stained,CSGO Weapon Case 3,Gold,795.0,BS,BUFF
★ Flip Knife | Stained,CSGO Weapon Case 3,Gold,1199.0,FN,BUFF
★ Flip Knife | Stained,CSGO Weapon Case 3,Gold,814.0,FT,BUFF
★ Flip Knife | Stained,CSGO Weapon Case 3,Gold,830.0,MW,YOUPIN
★ Flip Knife | Stained,CSGO Weapon Case 3,Gold,790.0,WW,YOUPIN
★ Flip Knife | Tiger Tooth,Chroma 2 Case,Gold,1412.5,FN,YOUPIN
★ Flip Knife | Tiger Tooth,Chroma 2 Case,Gold,2189.14,MW,C5
★ Flip Knife | Ultraviolet,Chroma 2 Case,Gold,797.5,BS,YOUPIN
★ Flip Knife | Ultraviolet,Chroma 2 Case,Gold,2666.0,FN,BUFF
★ Flip Knife | Ultraviolet,Chroma 2 Case,Gold,830.0,FT,BUFF
★ Flip Knife | Ultraviolet,Chroma 2 Case,Gold,1024.9,MW,YOUPIN
★ Flip Knife | Ultraviolet,Chroma 2 Case,Gold,805.0,WW,YOUPIN
★ Flip Knife | Urban Masked,CSGO Weapon Case 3,Gold,729.0,BS,BUFF
★ Flip Knife | Urban Masked,CSGO Weapon Case 3,Gold,2696.79,FN,C5
★ Flip Knife | Urban Masked,CSGO Weapon Case 3,Gold,754.5,FT,BUFF
★ Flip Knife | Urban Masked,CSGO Weapon Case 3,Gold,813.5,MW,BUFF
★ Flip Knife | Urban Masked,CSGO Weapon Case 3,Gold,755.5,WW,BUFF
★ Gut Knife | Blue Steel,CSGO Weapon Case 3,Gold,558.0,BS,C5
★ Gut Knife | Blue Steel,CSGO Weapon Case 3,Gold,997.9,FN,C5
★ Gut Knife | Blue Steel,CSGO Weapon Case 3,Gold,525.0,FT,YOUPIN
★ Gut Knife | Blue Steel,CSGO Weapon Case 3,Gold,625.0,MW,C5
★ Gut Knife | Blue Steel,CSGO Weapon Case 3,Gold,529.2,WW,C5
★ Gut Knife | Boreal Forest,CSGO Weapon Case,Gold,393.0,BS,C5
★ Gut Knife | Boreal Forest,CSGO Weapon Case,Gold,1243.33,FN,C5
★ Gut Knife | Boreal Forest,CSGO Weapon Case,Gold,347.0,FT,YOUPIN
★ Gut Knife | Boreal Forest,CSGO Weapon Case,Gold,433.0,MW,BUFF
★ Gut Knife | Boreal Forest,CSGO Weapon Case,Gold,374.0,WW,BUFF
★ Gut Knife | Case Hardened,CSGO Weapon Case,Gold,650.0,BS,BUFF
★ Gut Knife | Case Hardened,CSGO Weapon Case,Gold,1486.35,FN,YOUPIN
★ Gut Knife | Case Hardened,CSGO Weapon Case,Gold,658.0,FT,YOUPIN
★ Gut Knife | Case Hardened,CSGO Weapon Case,Gold,799.89,MW,YOUPIN
★ Gut Knife | Case Hardened,CSGO Weapon Case,Gold,649.5,WW,YOUPIN
★ Gut Knife | Crimson Web,CSGO Weapon Case,Gold,540.0,BS,C5
★ Gut Knife | Crimson Web,CSGO Weapon Case,Gold,3537.5,FN,C5
★ Gut Knife | Crimson Web,CSGO Weapon Case,Gold,539.0,FT,YOUPIN
★ Gut Knife | Crimson Web,CSGO Weapon Case,Gold,776.5,MW,BUFF
★ Gut Knife | Crimson Web,CSGO Weapon Case,Gold,615.59,WW,C5
★ Gut Knife | Damascus Steel,Chroma Case,Gold,440.5,FT,YOUPIN
★ Gut Knife | Damascus Steel,Chroma Case,Gold,455.0,MW,BUFF
★ Gut Knife | Damascus Steel,Chroma Case,Gold,615.73,WW,C5
★ Gut Knife | Doppler,Chroma 3 Case,Gold,899.0,FN,BUFF
★ Gut Knife | Doppler,Chroma 3 Case,Gold,1257.46,MW,C5
★ Gut Knife | Fade,CSGO Weapon Case,Gold,909.0,FN,BUFF
★ Gut Knife | Fade,CSGO Weapon Case,Gold,1650.03,MW,C5
★ Gut Knife | Forest DDPAT,Operation Phoenix Weapon Case,Gold,345.0,BS,YOUPIN
★ Gut Knife | Forest DDPAT,CSGO Weapon Case,Gold,1366.81,FN,C5
★ Gut Knife | Forest DDPAT,Operation Phoenix Weapon Case,Gold,351.56,FT,YOUPIN
★ Gut Knife | Forest DDPAT,CSGO Weapon Case,Gold,387.11,MW,YOUPIN
★ Gut Knife | Forest DDPAT,CSGO Weapon Case,Gold,362.5,WW,YOUPIN
★ Gut Knife | Freehand,Gamma Case,Gold,587.97,BS,C5
★ Gut Knife | Freehand,Gamma Case,Gold,550.0,FN,BUFF
★ Gut Knife | Freehand,Gamma Case,Gold,449.0,FT,YOUPIN
★ Gut Knife | Freehand,Gamma Case,Gold,478.5,MW,BUFF
★ Gut Knife | Freehand,Gamma Case,Gold,550.0,WW,YOUPIN
★ Gut Knife | Gamma Doppler,Gamma 2 Case,Gold,1119.8,FN,YOUPIN
★ Gut Knife | Gamma Doppler,Gamma 2 Case,Gold,1999.5,MW,C5
★ Gut Knife | Lore,Gamma Case,Gold,1097.0,FN,YOUPIN
★ Gut Knife | Lore,Gamma Case,Gold,621.0,FT,YOUPIN
★ Gut Knife | Lore,Gamma Case,Gold,786.99,MW,BUFF
★ Gut Knife | Lore,Gamma Case,Gold,776.45,WW,C5
★ Gut Knife | Marble Fade,Chroma Case,Gold,830.0,FN,BUFF
★ Gut Knife | Marble Fade,Chroma Case,Gold,1338.43,MW,C5
★ Gut Knife | Night,CSGO Weapon Case,Gold,522.6,BS,C5
★ Gut Knife | Night,CSGO Weapon Case,Gold,2046.32,FN,C5
★ Gut Knife | Night,CSGO Weapon Case,Gold,381.0,FT,YOUPIN
★ Gut Knife | Night,CSGO Weapon Case,Gold,485.0,MW,BUFF
★ Gut Knife | Night,CSGO Weapon Case,Gold,445.98,WW,YOUPIN
★ Gut Knife | Rust Coat,Chroma Case,Gold,349.5,BS,YOUPIN
★ Gut Knife | Rust Coat,Chroma Case,Gold,473.57,WW,C5
★ Gut Knife | Safari Mesh,CSGO Weapon Case,Gold,543.97,BS,C5
★ Gut Knife | Safari Mesh,CSGO Weapon Case,Gold,2798.5,FN,C5
★ Gut Knife | Safari Mesh,CSGO Weapon Case,Gold,350.0,FT,YOUPIN
★ Gut Knife | Safari Mesh,CSGO Weapon Case,Gold,383.79,MW,YOUPIN
★ Gut Knife | Safari Mesh,CSGO Weapon Case,Gold,421.65,WW,C5
★ Gut Knife | Scorched,CSGO Weapon Case,Gold,382.6,BS,C5
★ Gut Knife | Scorched,CSGO Weapon Case,Gold,361.99,FT,YOUPIN
★ Gut Knife | Scorched,CSGO Weapon Case,Gold,499.5,MW,YOUPIN
★ Gut Knife | Scorched,CSGO Weapon Case,Gold,398.9,WW,YOUPIN
★ Gut Knife | Slaughter,CSGO Weapon Case,Gold,955.0,FN,YOUPIN
★ Gut Knife | Slaughter,CSGO Weapon Case,Gold,788.16,FT,C5
★ Gut Knife | Slaughter,CSGO Weapon Case,Gold,760.0,MW,YOUPIN
★ Gut Knife | Stained,CSGO Weapon Case,Gold,480.04,BS,C5
★ Gut Knife | Stained,CSGO Weapon Case,Gold,564.0,FN,YOUPIN
★ Gut Knife | Stained,CSGO Weapon Case,Gold,440.0,FT,BUFF
★ Gut Knife | Stained,CSGO Weapon Case,Gold,490.0,MW,BUFF
★ Gut Knife | Stained,CSGO Weapon Case,Gold,467.5,WW,C5
★ Gut Knife | Tiger Tooth,Chroma Case,Gold,737.5,FN,BUFF
★ Gut Knife | Tiger Tooth,Chroma Case,Gold,935.49,MW,C5
★ Gut Knife | Ultraviolet,Chroma Case,Gold,428.5,BS,C5
★ Gut Knife | Ultraviolet,Chroma Case,Gold,1492.41,FN,BUFF
★ Gut Knife | Ultraviolet,Chroma Case,Gold,400.0,FT,YOUPIN
★ Gut Knife | Ultraviolet,Chroma Case,Gold,520.0,MW,BUFF
★ Gut Knife | Ultraviolet,Chroma Case,Gold,396.5,WW,YOUPIN
★ Gut Knife | Urban Masked,ESports 2014 Summer Case,Gold,426.5,BS,C5
★ Gut Knife | Urban Masked,ESports 2014 Summer Case,Gold,697.5,FN,BUFF
★ Gut Knife | Urban Masked,ESports 2014 Summer Case,Gold,384.0,FT,YOUPIN
★ Gut Knife | Urban Masked,ESports 2014 Summer Case,Gold,512.57,MW,C5
★ Gut Knife | Urban Masked,ESports 2014 Summer Case,Gold,446.8,WW,C5
★ Hand Wraps | Arboreal,Clutch Case,Gold,381.0,BS,BUFF
★ Hand Wraps | Arboreal,Revolution Case,Gold,1771.59,FN,YOUPIN
★ Hand Wraps | Arboreal,Revolution Case,Gold,370.0,FT,YOUPIN
★ Hand Wraps | Arboreal,Clutch Case,Gold,777.0,MW,BUFF
★ Hand Wraps | Arboreal,Clutch Case,Gold,381.0,WW,YOUPIN
★ Hand Wraps | CAUTION!,Operation Broken Fang Case,Gold,890.49,BS,BUFF
★ Hand Wraps | CAUTION!,Operation Broken Fang Case,Gold,5986.5,FN,YOUPIN
★ Hand Wraps | CAUTION!,Operation Broken Fang Case,Gold,997.5,FT,YOUPIN
★ Hand Wraps | CAUTION!,Operation Broken Fang Case,Gold,1720.0,MW,C5
